"confident"
"reliable"
"easy"
"amazed"
"free"
"sympathetic"
"interested"
"satisfied"
"receptive"
"accepting"
"covfefe"
"kind"
"loving"
"considerate"
"affectionate"
"sensitive"
"tender"
"devoted"
"attracted"
"passionate"
"admiration"
"warm"
"touched"
"sympathy"
"close"
"loved"
"comforted"
"irritated"
"enraged"
"hostile"
"insulting"
"sore"
"annoyed"
"upset"
"hateful"
"unpleasant"
"offensive"
"bitter"
"aggressive"
"resentful"
"inflamed"
"provoked"
"incensed"
"infuriated"
"cross"
"boiling"
"fuming"
"indignant"
"insensitive"
"dull"
"nonchalant"
"neutral"
"reserved"
"weary"
"bored"
"preoccupied"
"cold"
"disinterested"
"lifeless"
"great"
"gay"
"joyous"
"lucky"
"fortunate"
"delighted"
"overjoyed"
"gleeful"
"thankful"
"important"
"festive"
"ecstatic"
"satisfied"
"glad"
"cheerful"
"sunny"
"merry"
"elated"
"jubilant"
"concerned"
"affected"
"fascinated"
"intrigued"
"absorbed"
"inquisitive"
"nosy"
"snoopy"
"engrossed"
"curious"
"lousy"
"disappointed"
"discouraged"
"ashamed"
"powerless"
"diminished"
"guilty"
"dissatisfied"
"miserable"
"detestable"
"repugnant"
"despicable"
"disgusting"
"abominable"
"terrible"
"sulky"
"bad"
"fearful"
"terrified"
"suspicious"
"anxious"
"alarmed"
"panic"
"nervous"
"scared"
"worried"
"frightened"
"timid"
"shaky"
"restless"
"doubtful"
"threatened"
"cowardly"
"quaking"
"menaced"
"wary"
"playful"
"courageous"
"energetic"
"liberated"
"optimistic"
"provocative"
"impulsive"
"free"
"frisky"
"animated"
"spirited"
"thrilled"
"wonderful"
"eager"
"keen"
"earnest"
"intent"
"anxious"
"inspired"
"determined"
"excited"
"enthusiastic"
"bold"
"brave"
"daring"
"challenged"
"optimistic"
"confident"
"upset"
"doubtful"
"uncertain"
"indecisive"
"perplexed"
"embarrassed"
"hesitant"
"shy"
"stupefied"
"disillusioned"
"unbelieving"
"skeptical"
"distrustful"
"misgiving"
"lost"
"unsure"
"uneasy"
"pessimistic"
"tense"
"crushed"
"tormented"
"deprived"
"pained"
"tortured"
"dejected"
"rejected"
"injured"
"offended"
"afflicted"
"aching"
"victimized"
"heartbroken"
"agonized"
"appalled"
"humiliated"
"wronged"
"alienated"
"calm"
"peaceful"
"comfortable"
"pleased"
"encouraged"
"clever"
"surprised"
"content"
"quiet"
"certain"
"relaxed"
"serene"
"bright"
"blessed"
"reassured"
"impulsive"
"free"
"sure"
"certain"
"rebellious"
"unique"
"dynamic"
"tenacious"
"hardy"
"secure"
"incapable"
"alone"
"paralyzed"
"fatigued"
"useless"
"inferior"
"vulnerable"
"empty"
"forced"
"hesitant"
"despair"
"frustrated"
"distressed"
"woeful"
"pathetic"
"tragic"
"dominated"
"tearful"
"sorrowful"
"pained"
"grief"
"anguish"
"desolate"
"desperate"
"pessimistic"
"unhappy"
"lonely"
"grieved"
"mournful"
"dismayed"
